orig_index,id,path,label,status,reason,width,height
332,000333.jpg,/data/meteorite-identification/train_images/000333.jpg,0,keep,,293,193
333,000334.jpg,/data/meteorite-identification/train_images/000334.jpg,1,keep,,800,800
334,000335.jpg,/data/meteorite-identification/train_images/000335.jpg,0,keep,,374,450
335,000336.jpg,/data/meteorite-identification/train_images/000336.jpg,0,keep,,1920,1272
336,000337.jpeg,/data/meteorite-identification/train_images/000337.jpeg,0,keep,,275,183
337,000338.jpg,/data/meteorite-identification/train_images/000338.jpg,1,keep,,800,800
338,000339.jpg,/data/meteorite-identification/train_images/000339.jpg,0,keep,,276,183
339,000340.jpg,/data/meteorite-identification/train_images/000340.jpg,0,keep,,1920,1272
340,000341.jpg,/data/meteorite-identification/train_images/000341.jpg,1,keep,,1440,1080
341,000342.jpg,/data/meteorite-identification/train_images/000342.jpg,0,keep,,1920,1272
342,000343.jpg,/data/meteorite-identification/train_images/000343.jpg,0,keep,,1024,672
343,000344.jpg,/data/meteorite-identification/train_images/000344.jpg,0,keep,,225,225
344,000345.jpg,/data/meteorite-identification/train_images/000345.jpg,1,keep,,800,446
345,000346.jpg,/data/meteorite-identification/train_images/000346.jpg,0,keep,,1920,1272
346,000347.jpg,/data/meteorite-identification/train_images/000347.jpg,1,keep,,800,600
347,000348.jpg,/data/meteorite-identification/train_images/000348.jpg,0,keep,,1920,1272
348,000349.jpg,/data/meteorite-identification/train_images/000349.jpg,0,keep,,474,345
349,000350.jpg,/data/meteorite-identification/train_images/000350.jpg,1,keep,,480,342
350,000351.jpg,/data/meteorite-identification/train_images/000351.jpg,1,keep,,589,315
351,000352.jpg,/data/meteorite-identification/train_images/000352.jpg,1,drop,too_large(>4096),4896,3672
352,000353.jpg,/data/meteorite-identification/train_images/000353.jpg,1,keep,,646,526
353,000354.jpg,/data/meteorite-identification/train_images/000354.jpg,1,keep,,1080,1440
354,000355.jpg,/data/meteorite-identification/train_images/000355.jpg,1,keep,,1080,1440
355,000356.jpg,/data/meteorite-identification/train_images/000356.jpg,0,keep,,1024,680
356,000357.jpg,/data/meteorite-identification/train_images/000357.jpg,0,keep,,1920,1272
357,000358.jpg,/data/meteorite-identification/train_images/000358.jpg,0,keep,,612,416
358,000359.jpg,/data/meteorite-identification/train_images/000359.jpg,1,keep,,800,318
359,000360.jpg,/data/meteorite-identification/train_images/000360.jpg,1,keep,,640,480
360,000361.jpg,/data/meteorite-identification/train_images/000361.jpg,1,keep,,640,568
361,000362.jpg,/data/meteorite-identification/train_images/000362.jpg,1,keep,,1080,1440
362,000363.jpg,/data/meteorite-identification/train_images/000363.jpg,1,keep,,1080,1440
363,000364.jpg,/data/meteorite-identification/train_images/000364.jpg,0,keep,,1024,680
364,000365.jpg,/data/meteorite-identification/train_images/000365.jpg,1,keep,,800,800
365,000366.jpg,/data/meteorite-identification/train_images/000366.jpg,0,keep,,275,183
366,000367.jpg,/data/meteorite-identification/train_images/000367.jpg,0,keep,,1920,1440
367,000368.jpg,/data/meteorite-identification/train_images/000368.jpg,0,keep,,358,148
368,000369.jpg,/data/meteorite-identification/train_images/000369.jpg,1,keep,,470,336
369,000370.jpg,/data/meteorite-identification/train_images/000370.jpg,0,keep,,235,166
370,000371.jpg,/data/meteorite-identification/train_images/000371.jpg,1,keep,,640,480
371,000372.jpg,/data/meteorite-identification/train_images/000372.jpg,1,keep,,777,579
372,000373.jpg,/data/meteorite-identification/train_images/000373.jpg,1,keep,,1200,1200
373,000374.jpg,/data/meteorite-identification/train_images/000374.jpg,1,keep,,640,480
374,000375.jpg,/data/meteorite-identification/train_images/000375.jpg,1,keep,,360,217
375,000376.jpg,/data/meteorite-identification/train_images/000376.jpg,1,keep,,800,600
376,000377.jpg,/data/meteorite-identification/train_images/000377.jpg,0,keep,,889,1244
377,000378.jpg,/data/meteorite-identification/train_images/000378.jpg,1,keep,,267,168
378,000379.jpg,/data/meteorite-identification/train_images/000379.jpg,1,keep,,732,532
379,000380.jpg,/data/meteorite-identification/train_images/000380.jpg,0,keep,,1920,1272
380,000381.jpg,/data/meteorite-identification/train_images/000381.jpg,1,keep,,783,569
381,000382.jpg,/data/meteorite-identification/train_images/000382.jpg,0,keep,,268,184
382,000383.jpg,/data/meteorite-identification/train_images/000383.jpg,0,keep,,1024,680
383,000384.jpg,/data/meteorite-identification/train_images/000384.jpg,1,keep,,365,275
384,000385.jpg,/data/meteorite-identification/train_images/000385.jpg,0,keep,,1920,1272
385,000386.jpg,/data/meteorite-identification/train_images/000386.jpg,0,keep,,1920,1216
386,000387.jpg,/data/meteorite-identification/train_images/000387.jpg,1,keep,,800,800
387,000388.jpg,/data/meteorite-identification/train_images/000388.jpg,1,keep,,800,600
388,000389.jpg,/data/meteorite-identification/train_images/000389.jpg,1,keep,,1080,1440
389,000390.jpg,/data/meteorite-identification/train_images/000390.jpg,0,keep,,300,134
390,000391.jpg,/data/meteorite-identification/train_images/000391.jpg,1,keep,,3264,2448
391,000392.jpg,/data/meteorite-identification/train_images/000392.jpg,0,keep,,1920,1272
392,000393.jpg,/data/meteorite-identification/train_images/000393.jpg,0,keep,,337,276
393,000394.jpg,/data/meteorite-identification/train_images/000394.jpg,0,keep,,1920,1280
394,000395.jpg,/data/meteorite-identification/train_images/000395.jpg,1,keep,,279,215
395,000396.jpg,/data/meteorite-identification/train_images/000396.jpg,0,keep,,877,428
396,000397.jpg,/data/meteorite-identification/train_images/000397.jpg,1,keep,,800,800
397,000398.jpg,/data/meteorite-identification/train_images/000398.jpg,0,keep,,800,533
398,000399.jpg,/data/meteorite-identification/train_images/000399.jpg,0,keep,,264,191
399,000400.jpg,/data/meteorite-identification/train_images/000400.jpg,0,keep,,2063,2063
400,000401.jpg,/data/meteorite-identification/train_images/000401.jpg,1,keep,,1080,1440
401,000402.jpg,/data/meteorite-identification/train_images/000402.jpg,1,keep,,586,650
402,000403.jpg,/data/meteorite-identification/train_images/000403.jpg,1,keep,,640,426
403,000404.jpg,/data/meteorite-identification/train_images/000404.jpg,0,keep,,666,590
404,000405.jpg,/data/meteorite-identification/train_images/000405.jpg,0,keep,,1920,1240
405,000406.jpg,/data/meteorite-identification/train_images/000406.jpg,1,keep,,800,800
406,000407.jpg,/data/meteorite-identification/train_images/000407.jpg,0,keep,,1920,1272
407,000408.jpg,/data/meteorite-identification/train_images/000408.jpg,1,drop,too_large(>4096),4896,3672
408,000409.jpg,/data/meteorite-identification/train_images/000409.jpg,0,keep,,1920,1272
409,000410.jpg,/data/meteorite-identification/train_images/000410.jpg,1,keep,,1440,1080
410,000411.jpg,/data/meteorite-identification/train_images/000411.jpg,1,keep,,400,287
411,000412.jpg,/data/meteorite-identification/train_images/000412.jpg,1,keep,,640,480
412,000413.jpg,/data/meteorite-identification/train_images/000413.jpg,1,keep,,1080,1440
413,000414.jpg,/data/meteorite-identification/train_images/000414.jpg,1,keep,,1080,1440
414,000415.jpg,/data/meteorite-identification/train_images/000415.jpg,1,keep,,640,427
415,000416.jpg,/data/meteorite-identification/train_images/000416.jpg,1,keep,,640,480
416,000417.jpg,/data/meteorite-identification/train_images/000417.jpg,1,keep,,800,534
417,000418.jpg,/data/meteorite-identification/train_images/000418.jpg,0,keep,,612,459
418,000419.jpg,/data/meteorite-identification/train_images/000419.jpg,1,keep,,600,595
419,000420.jpg,/data/meteorite-identification/train_images/000420.jpg,0,keep,,1920,1280
420,000421.jpg,/data/meteorite-identification/train_images/000421.jpg,1,keep,,320,240
421,000422.jpeg,/data/meteorite-identification/train_images/000422.jpeg,0,keep,,275,183
422,000423.jpg,/data/meteorite-identification/train_images/000423.jpg,1,keep,,1080,1440
423,000424.jpg,/data/meteorite-identification/train_images/000424.jpg,0,keep,,1920,1272
424,000425.jpg,/data/meteorite-identification/train_images/000425.jpg,0,keep,,1920,1272
425,000426.jpg,/data/meteorite-identification/train_images/000426.jpg,0,keep,,612,410
426,000427.jpg,/data/meteorite-identification/train_images/000427.jpg,1,keep,,1080,1440
427,000428.jpg,/data/meteorite-identification/train_images/000428.jpg,0,keep,,800,533
428,000429.jpg,/data/meteorite-identification/train_images/000429.jpg,0,keep,,1024,648
429,000430.jpeg,/data/meteorite-identification/train_images/000430.jpeg,0,keep,,264,191
430,000431.jpg,/data/meteorite-identification/train_images/000431.jpg,1,keep,,640,479
431,000432.jpg,/data/meteorite-identification/train_images/000432.jpg,1,keep,,500,376
432,000433.jpg,/data/meteorite-identification/train_images/000433.jpg,1,keep,,1080,1440
433,000434.jpg,/data/meteorite-identification/train_images/000434.jpg,0,keep,,474,355
434,000435.jpg,/data/meteorite-identification/train_images/000435.jpg,0,keep,,1920,1752
435,000436.jpg,/data/meteorite-identification/train_images/000436.jpg,0,keep,,700,639
436,000437.jpg,/data/meteorite-identification/train_images/000437.jpg,1,keep,,800,800
437,000438.jpg,/data/meteorite-identification/train_images/000438.jpg,0,keep,,1920,1272
438,000439.jpg,/data/meteorite-identification/train_images/000439.jpg,0,keep,,1920,1280
439,000440.jpg,/data/meteorite-identification/train_images/000440.jpg,0,keep,,400,299
440,000441.jpg,/data/meteorite-identification/train_images/000441.jpg,0,keep,,1920,1272
441,000442.jpg,/data/meteorite-identification/train_images/000442.jpg,0,keep,,800,467
442,000443.jpg,/data/meteorite-identification/train_images/000443.jpg,0,keep,,1920,1272
443,000444.jpg,/data/meteorite-identification/train_images/000444.jpg,1,keep,,706,792
444,000445.jpg,/data/meteorite-identification/train_images/000445.jpg,0,keep,,1920,1272
445,000446.jpg,/data/meteorite-identification/train_images/000446.jpg,1,keep,,459,799
446,000447.jpg,/data/meteorite-identification/train_images/000447.jpg,0,keep,,1920,1272
447,000448.jpg,/data/meteorite-identification/train_images/000448.jpg,1,keep,,800,800
448,000449.jpg,/data/meteorite-identification/train_images/000449.jpg,0,keep,,268,188
449,000450.jpg,/data/meteorite-identification/train_images/000450.jpg,1,keep,,1080,1920
450,000451.jpg,/data/meteorite-identification/train_images/000451.jpg,1,keep,,500,230
451,000452.jpg,/data/meteorite-identification/train_images/000452.jpg,1,keep,,1080,1440
452,000453.jpg,/data/meteorite-identification/train_images/000453.jpg,1,keep,,640,480
453,000454.jpg,/data/meteorite-identification/train_images/000454.jpg,1,keep,,1080,1440
454,000455.jpg,/data/meteorite-identification/train_images/000455.jpg,0,keep,,329,203
455,000456.jpg,/data/meteorite-identification/train_images/000456.jpg,1,keep,,1440,1080
456,000457.jpg,/data/meteorite-identification/train_images/000457.jpg,1,keep,,1080,1440
457,000458.jpg,/data/meteorite-identification/train_images/000458.jpg,0,keep,,1920,1272
458,000459.jpg,/data/meteorite-identification/train_images/000459.jpg,1,keep,,480,360
459,000460.jpg,/data/meteorite-identification/train_images/000460.jpg,0,keep,,1920,1280
460,000461.jpg,/data/meteorite-identification/train_images/000461.jpg,1,keep,,500,487
461,000462.jpg,/data/meteorite-identification/train_images/000462.jpg,1,keep,,640,693
462,000463.jpg,/data/meteorite-identification/train_images/000463.jpg,0,keep,,1024,680
463,000464.jpg,/data/meteorite-identification/train_images/000464.jpg,1,keep,,640,480
464,000465.jpg,/data/meteorite-identification/train_images/000465.jpg,1,keep,,800,800
465,000466.jpg,/data/meteorite-identification/train_images/000466.jpg,0,keep,,1920,1280
466,000467.jpg,/data/meteorite-identification/train_images/000467.jpg,1,keep,,800,800
467,000468.jpg,/data/meteorite-identification/train_images/000468.jpg,1,keep,,535,600
468,000469.jpg,/data/meteorite-identification/train_images/000469.jpg,0,keep,,1920,1280
469,000470.jpg,/data/meteorite-identification/train_images/000470.jpg,0,keep,,1024,664
470,000471.jpg,/data/meteorite-identification/train_images/000471.jpg,1,keep,,1440,1080
471,000472.jpg,/data/meteorite-identification/train_images/000472.jpg,1,keep,,3264,2448
472,000473.jpg,/data/meteorite-identification/train_images/000473.jpg,0,keep,,1920,1272
473,000474.jpg,/data/meteorite-identification/train_images/000474.jpg,1,keep,,700,656
474,000475.jpg,/data/meteorite-identification/train_images/000475.jpg,1,keep,,480,381
475,000476.jpg,/data/meteorite-identification/train_images/000476.jpg,0,keep,,612,408
476,000477.jpg,/data/meteorite-identification/train_images/000477.jpg,0,keep,,1920,1272
477,000478.jpg,/data/meteorite-identification/train_images/000478.jpg,1,keep,,800,535
478,000479.jpg,/data/meteorite-identification/train_images/000479.jpg,0,keep,,1728,1296
479,000480.jpg,/data/meteorite-identification/train_images/000480.jpg,0,keep,,1920,1272
480,000481.jpg,/data/meteorite-identification/train_images/000481.jpg,1,keep,,600,800
481,000482.jpg,/data/meteorite-identification/train_images/000482.jpg,1,keep,,1080,1440
482,000483.jpg,/data/meteorite-identification/train_images/000483.jpg,1,keep,,424,350
483,000484.jpg,/data/meteorite-identification/train_images/000484.jpg,1,keep,,1152,2048
484,000485.jpg,/data/meteorite-identification/train_images/000485.jpg,0,keep,,1920,1272
485,000486.jpg,/data/meteorite-identification/train_images/000486.jpg,0,keep,,474,474
486,000487.jpg,/data/meteorite-identification/train_images/000487.jpg,1,keep,,600,371
487,000488.jpg,/data/meteorite-identification/train_images/000488.jpg,0,keep,,474,239
488,000489.jpg,/data/meteorite-identification/train_images/000489.jpg,0,keep,,612,406
489,000490.jpg,/data/meteorite-identification/train_images/000490.jpg,0,keep,,685,341
490,000491.jpg,/data/meteorite-identification/train_images/000491.jpg,0,keep,,1920,1272
491,000492.jpg,/data/meteorite-identification/train_images/000492.jpg,1,keep,,600,551
492,000493.jpg,/data/meteorite-identification/train_images/000493.jpg,1,keep,,2460,1845
493,000494.jpg,/data/meteorite-identification/train_images/000494.jpg,0,keep,,1920,1280
494,000495.jpg,/data/meteorite-identification/train_images/000495.jpg,1,keep,,360,316
495,000496.jpg,/data/meteorite-identification/train_images/000496.jpg,0,keep,,1920,1272
496,000497.jpg,/data/meteorite-identification/train_images/000497.jpg,0,keep,,474,474
497,000498.jpg,/data/meteorite-identification/train_images/000498.jpg,0,keep,,474,317
498,000499.jpg,/data/meteorite-identification/train_images/000499.jpg,1,keep,,400,711
499,000500.jpg,/data/meteorite-identification/train_images/000500.jpg,1,keep,,1080,1440
500,000501.jpg,/data/meteorite-identification/train_images/000501.jpg,1,keep,,768,576
501,000502.jpg,/data/meteorite-identification/train_images/000502.jpg,1,keep,,1080,1440
502,000503.jpg,/data/meteorite-identification/train_images/000503.jpg,0,keep,,600,900
503,000504.jpg,/data/meteorite-identification/train_images/000504.jpg,0,keep,,474,316
504,000505.jpg,/data/meteorite-identification/train_images/000505.jpg,1,keep,,1080,1440
505,000506.jpg,/data/meteorite-identification/train_images/000506.jpg,0,keep,,744,739
506,000507.jpg,/data/meteorite-identification/train_images/000507.jpg,1,keep,,1080,1920
507,000508.jpg,/data/meteorite-identification/train_images/000508.jpg,0,keep,,1920,1272
508,000509.jpg,/data/meteorite-identification/train_images/000509.jpg,1,keep,,483,325
509,000510.jpg,/data/meteorite-identification/train_images/000510.jpg,0,keep,,1920,1440
510,000511.jpg,/data/meteorite-identification/train_images/000511.jpg,0,keep,,1024,680
511,000512.jpg,/data/meteorite-identification/train_images/000512.jpg,0,keep,,612,408
512,000513.jpg,/data/meteorite-identification/train_images/000513.jpg,1,keep,,640,480
513,000514.jpg,/data/meteorite-identification/train_images/000514.jpg,0,keep,,1920,1272
514,000515.jpg,/data/meteorite-identification/train_images/000515.jpg,1,keep,,400,300
515,000516.jpg,/data/meteorite-identification/train_images/000516.jpg,0,keep,,1920,1272
516,000517.jpg,/data/meteorite-identification/train_images/000517.jpg,0,keep,,612,355
517,000518.jpg,/data/meteorite-identification/train_images/000518.jpg,0,keep,,1069,791
